,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Novembro de 2022,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ano: 2021,,Brasil,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,UF,Município,Agropecuária,,,,Indústria,,,,Construção,,,,Comércio,,,,Serviços,5 - Comércio,,,Total,,,
,,,2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%)
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN,PATU,0,0,0,#DIV/0!,8,9,1,12.50,17,12,-5,-29.41,156,176,20,12.82,783,479,-304,-38.83,964,676,-288,-29.88
,RN,SANTA MARIA,20,26,6,30.00,3,0,-3,-100.00,2,1,-1,-50.00,71,77,6,8.45,227,409,182,80.18,323,513,190,58.82
,RN,PAU DOS FERROS,3,3,0,0.00,189,168,-21,-11.11,58,221,163,281.03,"1,530","1,804",274,17.91,"2,001","2,274",273,13.64,"3,781","4,470",689,18.22
,RN,PEDRA GRANDE,36,13,-23,-63.89,912,95,-817,-89.58,15,16,1,6.67,9,12,3,33.33,417,373,-44,-10.55,"1,389",509,-880,-63.35
,RN,PEDRA PRETA,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,9,6,-3,-33.33,144,376,232,161.11,153,382,229,149.67
,RN,PEDRO AVELINO,9,12,3,33.33,3,4,1,33.33,0,0,0,#DIV/0!,21,27,6,28.57,394,567,173,43.91,427,610,183,42.86
,RN,PEDRO VELHO,30,39,9,30.00,51,32,-19,-37.25,0,0,0,#DIV/0!,104,137,33,31.73,807,871,64,7.93,992,"1,079",87,8.77
,RN,PENDENCIAS,359,357,-2,-0.56,611,610,-1,-0.16,3,19,16,533.33,150,158,8,5.33,409,388,-21,-5.13,"1,532","1,532",0,0.00
,RN,PILOES,0,0,0,#DIV/0!,1,1,0,0.00,0,0,0,#DIV/0!,29,36,7,24.14,177,191,14,7.91,207,228,21,10.14
,RN,POCO BRANCO,36,44,8,22.22,3,34,31,1033.33,36,12,-24,-66.67,60,41,-19,-31.67,121,645,524,433.06,256,776,520,203.13
,RN,PORTALEGRE,1,1,0,0.00,4,4,0,0.00,30,41,11,36.67,39,47,8,20.51,342,403,61,17.84,416,496,80,19.23
,RN,PORTO DO MANGUE,86,94,8,9.30,236,189,-47,-19.92,0,0,0,#DIV/0!,30,29,-1,-3.33,358,383,25,6.98,710,695,-15,-2.11
,RN,SERRA CAIADA,12,3,-9,-75.00,88,122,34,38.64,0,0,0,#DIV/0!,95,112,17,17.89,153,609,456,298.04,348,846,498,143.10
,RN,PUREZA,72,72,0,0.00,18,33,15,83.33,4,4,0,0.00,39,40,1,2.56,516,578,62,12.02,649,727,78,12.02
,RN,RAFAEL FERNANDES,0,0,0,#DIV/0!,5,5,0,0.00,5,3,-2,-40.00,25,23,-2,-8.00,203,192,-11,-5.42,238,223,-15,-6.30
,RN,RAFAEL GODEIRO,0,0,0,#DIV/0!,1,1,0,0.00,25,34,9,36.00,17,12,-5,-29.41,268,287,19,7.09,311,334,23,7.40
,RN,RIACHO DA CRUZ,0,0,0,#DIV/0!,2,2,0,0.00,6,5,-1,-16.67,5,8,3,60.00,237,252,15,6.33,250,267,17,6.80
,RN,RIACHO DE SANTANA,0,0,0,#DIV/0!,3,2,-1,-33.33,0,0,0,#DIV/0!,8,8,0,0.00,112,290,178,158.93,123,300,177,143.90
,RN,RIACHUELO,0,0,0,#DIV/0!,12,39,27,225.00,10,377,367,3670.00,69,67,-2,-2.90,272,449,177,65.07,363,932,569,156.75
,RN,RODOLFO FERNANDES,0,0,0,#DIV/0!,3,11,8,266.67,0,0,0,#DIV/0!,29,29,0,0.00,303,337,34,11.22,335,377,42,12.54
,RN,TIBAU,42,56,14,33.33,58,85,27,46.55,1,2,1,100.00,164,133,-31,-18.90,295,519,224,75.93,560,795,235,41.96
,RN,RUY BARBOSA,0,0,0,#DIV/0!,2,2,0,0.00,0,0,0,#DIV/0!,4,4,0,0.00,244,14,-230,-94.26,250,20,-230,-92.00
,RN,SANTA CRUZ,60,42,-18,-30.00,351,414,63,17.95,184,214,30,16.30,949,"1,003",54,5.69,"1,518","1,794",276,18.18,"3,062","3,467",405,13.23
,RN,SANTANA DO MATOS,8,6,-2,-25.00,32,48,16,50.00,1,1,0,0.00,132,139,7,5.30,526,617,91,17.30,699,811,112,16.02
,RN,SANTANA DO SERIDO,2,4,2,100.00,192,198,6,3.13,4,2,-2,-50.00,20,15,-5,-25.00,192,239,47,24.48,410,458,48,11.71
,RN,SANTO ANTONIO,16,17,1,6.25,104,89,-15,-14.42,11,26,15,136.36,493,562,69,14.00,707,"1,252",545,77.09,"1,331","1,946",615,46.21
,RN,SAO BENTO DO NORTE,77,77,0,0.00,46,261,215,467.39,142,198,56,39.44,20,28,8,40.00,281,302,21,7.47,566,866,300,53.00
,RN,SAO BENTO DO TRAIRI,1,1,0,0.00,1,2,1,100.00,0,0,0,#DIV/0!,7,8,1,14.29,311,306,-5,-1.61,320,317,-3,-0.94
,RN,SAO FERNANDO,3,2,-1,-33.33,54,132,78,144.44,39,88,49,125.64,41,37,-4,-9.76,198,266,68,34.34,335,525,190,56.72
,RN,SAO FRANCISCO DO OESTE,0,0,0,#DIV/0!,130,111,-19,-14.62,0,1,1,#DIV/0!,8,83,75,937.50,166,244,78,46.99,304,439,135,44.41
,RN,SAO GONCALO DO AMARANTE,173,160,-13,-7.51,"1,704","2,056",352,20.66,849,578,-271,-31.92,"2,513","2,813",300,11.94,"7,875","8,614",739,9.38,"13,114","14,221","1,107",8.44
,RN,SAO JOAO DO SABUGI,7,10,3,42.86,5,7,2,40.00,0,0,0,#DIV/0!,66,56,-10,-15.15,258,290,32,12.40,336,363,27,8.04
,RN,SAO JOSE DE MIPIBU,316,310,-6,-1.90,"1,874","2,161",287,15.31,152,233,81,53.29,"1,612","1,765",153,9.49,"1,412","2,410",998,70.68,"5,366","6,879","1,513",28.20
,RN,SAO JOSE DO CAMPESTRE,0,0,0,#DIV/0!,28,34,6,21.43,1,0,-1,-100.00,66,73,7,10.61,333,689,356,106.91,428,796,368,85.98
,RN,SAO JOSE DO SERIDO,0,0,0,#DIV/0!,594,684,90,15.15,5,5,0,0.00,77,104,27,35.06,231,294,63,27.27,907,"1,087",180,19.85
,RN,SAO MIGUEL,11,12,1,9.09,24,16,-8,-33.33,19,6,-13,-68.42,458,419,-39,-8.52,712,807,95,13.34,"1,224","1,260",36,2.94
,RN,SAO MIGUEL DO GOSTOSO,17,9,-8,-47.06,16,18,2,12.50,13,13,0,0.00,125,150,25,20.00,680,738,58,8.53,851,928,77,9.05
,RN,SAO PAULO DO POTENGI,16,10,-6,-37.50,104,198,94,90.38,26,12,-14,-53.85,359,376,17,4.74,735,986,251,34.15,"1,240","1,582",342,27.58
,RN,SAO PEDRO,22,8,-14,-63.64,5,3,-2,-40.00,0,0,0,#DIV/0!,25,39,14,56.00,229,310,81,35.37,281,360,79,28.11
,RN,SAO RAFAEL,4,3,-1,-25.00,13,10,-3,-23.08,0,0,0,#DIV/0!,44,73,29,65.91,392,368,-24,-6.12,453,454,1,0.22
,RN,SAO TOME,1,1,0,0.00,3,13,10,333.33,2,2,0,0.00,107,99,-8,-7.48,396,496,100,25.25,509,611,102,20.04
,RN,SAO VICENTE,1,1,0,0.00,238,253,15,6.30,0,1,1,#DIV/0!,54,54,0,0.00,393,385,-8,-2.04,686,694,8,1.17
,RN,SENADOR ELOI DE SOUZA,2,2,0,0.00,3,3,0,0.00,2,2,0,0.00,19,20,1,5.26,13,440,427,3284.62,39,467,428,1097.44
,RN,SENADOR GEORGINO AVELINO,45,57,12,26.67,6,6,0,0.00,0,0,0,#DIV/0!,10,19,9,90.00,284,292,8,2.82,345,374,29,8.41
,RN,SERRA DE SAO BENTO,1,0,-1,-100.00,24,33,9,37.50,0,0,0,#DIV/0!,73,74,1,1.37,202,148,-54,-26.73,300,255,-45,-15.00
,RN,SERRA DO MEL,2,1,-1,-50.00,87,114,27,31.03,408,118,-290,-71.08,84,104,20,23.81,685,675,-10,-1.46,"1,266","1,012",-254,-20.06
,RN,SERRA NEGRA DO NORTE,11,13,2,18.18,401,560,159,39.65,0,0,0,#DIV/0!,80,74,-6,-7.50,251,304,53,21.12,743,951,208,27.99
,RN,SERRINHA,8,8,0,0.00,1,1,0,0.00,2,1,-1,-50.00,42,43,1,2.38,167,491,324,194.01,220,544,324,147.27
,RN,SERRINHA DOS PINTOS,0,0,0,#DIV/0!,3,7,4,133.33,5,5,0,0.00,33,51,18,54.55,220,221,1,0.45,261,284,23,8.81
,RN,SEVERIANO MELO,0,1,1,#DIV/0!,46,53,7,15.22,0,0,0,#DIV/0!,11,18,7,63.64,458,408,-50,-10.92,515,480,-35,-6.80
,RN,SITIO NOVO,3,0,-3,-100.00,1,1,0,0.00,0,0,0,#DIV/0!,13,20,7,53.85,217,280,63,29.03,234,301,67,28.63
,RN,TABOLEIRO GRANDE,0,0,0,#DIV/0!,62,59,-3,-4.84,0,0,0,#DIV/0!,3,3,0,0.00,142,185,43,30.28,207,247,40,19.32
,RN,TAIPU,62,79,17,27.42,147,141,-6,-4.08,3,3,0,0.00,62,72,10,16.13,199,515,316,158.79,473,810,337,71.25
,RN,TANGARA,21,22,1,4.76,187,200,13,6.95,1,0,-1,-100.00,218,207,-11,-5.05,607,716,109,17.96,"1,034","1,145",111,10.74
,RN,TENENTE ANANIAS,0,0,0,#DIV/0!,106,104,-2,-1.89,2,0,-2,-100.00,86,102,16,18.60,299,350,51,17.06,493,556,63,12.78
,RN,TENENTE LAURENTINO CRUZ,0,0,0,#DIV/0!,9,11,2,22.22,2,0,-2,-100.00,96,111,15,15.63,317,451,134,42.27,424,573,149,35.14
,RN,TIBAU DO SUL,43,44,1,2.33,60,62,2,3.33,88,155,67,76.14,460,535,75,16.30,"2,588","3,454",866,33.46,"3,239","4,250","1,011",31.21
,RN,TIMBAUBA DOS BATISTAS,2,14,12,600.00,8,5,-3,-37.50,0,0,0,#DIV/0!,30,46,16,53.33,132,227,95,71.97,172,292,120,69.77
,RN,TOUROS,432,461,29,6.71,65,81,16,24.62,25,34,9,36.00,407,416,9,2.21,"1,153","2,067",914,79.27,"2,082","3,059",977,46.93
,RN,TRIUNFO POTIGUAR,2,2,0,0.00,4,10,6,150.00,0,0,0,#DIV/0!,1,2,1,100.00,208,256,48,23.08,215,270,55,25.58
,RN,UMARIZAL,0,0,0,#DIV/0!,16,15,-1,-6.25,2,1,-1,-50.00,162,160,-2,-1.23,400,623,223,55.75,580,799,219,37.76
,RN,UPANEMA,522,595,73,13.98,45,29,-16,-35.56,40,6,-34,-85.00,83,90,7,8.43,489,593,104,21.27,"1,179","1,313",134,11.37
,RN,VARZEA,7,7,0,0.00,3,2,-1,-33.33,0,0,0,#DIV/0!,39,47,8,20.51,322,376,54,16.77,371,432,61,16.44
,RN,VENHA-VER,0,0,0,#DIV/0!,0,1,1,#DIV/0!,1,0,-1,-100.00,8,13,5,62.50,219,253,34,15.53,228,267,39,17.11
,RN,VERA CRUZ,54,45,-9,-16.67,55,91,36,65.45,6,0,-6,-100.00,100,125,25,25.00,388,418,30,7.73,603,679,76,12.60
,RN,VICOSA,4,2,-2,-50.00,1,1,0,0.00,0,0,0,#DIV/0!,2,2,0,0.00,106,197,91,85.85,113,202,89,78.76
,RN,VILA FLOR,20,17,-3,-15.00,1,1,0,0.00,3,4,1,33.33,11,17,6,54.55,84,307,223,265.48,119,346,227,190.76
,PB,AGUA BRANCA,7,6,-1,-14.29,8,9,1,12.50,4,5,1,25.00,66,57,-9,-13.64,587,646,59,10.05,672,723,51,7.59
,PB,AGUIAR,0,0,0,#DIV/0!,40,58,18,45.00,2,2,0,0.00,11,14,3,27.27,160,165,5,3.13,213,239,26,12.21
,PB,ALAGOA GRANDE,47,45,-2,-4.26,94,124,30,31.91,1,9,8,800.00,314,333,19,6.05,"1,551","1,561",10,0.64,"2,007","2,072",65,3.24
,PB,ALAGOA NOVA,499,499,0,0.00,929,960,31,3.34,1,0,-1,-100.00,149,154,5,3.36,795,690,-105,-13.21,"2,373","2,303",-70,-2.95
,PB,ALAGOINHA,31,28,-3,-9.68,18,32,14,77.78,2,2,0,0.00,84,71,-13,-15.48,725,848,123,16.97,860,981,121,14.07
,PB,ALCANTIL,0,0,0,#DIV/0!,52,54,2,3.85,1,0,-1,-100.00,17,15,-2,-11.76,382,399,17,4.45,452,468,16,3.54
,PB,ALGODAO DE JANDAIRA,0,0,0,#DIV/0!,6,9,3,50.00,0,0,0,#DIV/0!,18,15,-3,-16.67,4,257,253,6325.00,28,281,253,903.57
,PB,ALHANDRA,368,437,69,18.75,683,791,108,15.81,33,178,145,439.39,"1,001","1,223",222,22.18,"2,472","3,268",796,32.20,"4,557","5,897","1,340",29.41
,PB,SAO JOAO DO RIO DO PEIXE,19,16,-3,-15.79,69,86,17,24.64,19,21,2,10.53,367,333,-34,-9.26,697,819,122,17.50,"1,171","1,275",104,8.88
,PB,AMPARO,1,0,-1,-100.00,0,0,0,#DIV/0!,4,4,0,0.00,11,15,4,36.36,314,322,8,2.55,330,341,11,3.33
,PB,APARECIDA,7,1,-6,-85.71,49,68,19,38.78,0,5,5,#DIV/0!,116,116,0,0.00,297,325,28,9.43,469,515,46,9.81
,PB,ARACAGI,13,21,8,61.54,39,46,7,17.95,2,0,-2,-100.00,77,87,10,12.99,641,964,323,50.39,772,"1,118",346,44.82
,PB,ARARA,0,0,0,#DIV/0!,10,10,0,0.00,0,0,0,#DIV/0!,121,145,24,19.83,598,74,-524,-87.63,729,229,-500,-68.59
,PB,ARARUNA,8,5,-3,-37.50,31,25,-6,-19.35,8,25,17,212.50,150,179,29,19.33,876,821,-55,-6.28,"1,073","1,055",-18,-1.68
,PB,AREIA,169,185,16,9.47,110,111,1,0.91,42,32,-10,-23.81,251,249,-2,-0.80,773,"1,077",304,39.33,"1,345","1,654",309,22.97
,PB,AREIA DE BARAUNAS,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,1,0,-1,-100.00,184,284,100,54.35,185,284,99,53.51
,PB,AREIAL,0,0,0,#DIV/0!,4,3,-1,-25.00,1,1,0,0.00,40,69,29,72.50,337,358,21,6.23,382,431,49,12.83
,PB,AROEIRAS,31,14,-17,-54.84,13,13,0,0.00,0,0,0,#DIV/0!,159,131,-28,-17.61,"1,001","1,095",94,9.39,"1,204","1,253",49,4.07
,PB,ASSUNCAO,0,0,0,#DIV/0!,43,36,-7,-16.28,0,0,0,#DIV/0!,19,20,1,5.26,288,305,17,5.90,350,361,11,3.14
,PB,BAIA DA TRAICAO,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,60,54,-6,-10.00,190,538,348,183.16,250,592,342,136.80
,PB,BANANEIRAS,26,18,-8,-30.77,101,104,3,2.97,56,115,59,105.36,80,105,25,31.25,"1,144","1,326",182,15.91,"1,407","1,668",261,18.55
,PB,BARAUNA,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,30,33,3,10.00,303,321,18,5.94,333,354,21,6.31
,PB,BARRA DE SANTANA,2,7,5,250.00,7,6,-1,-14.29,0,0,0,#DIV/0!,19,20,1,5.26,558,583,25,4.48,586,616,30,5.12
,PB,BARRA DE SANTA ROSA,0,0,0,#DIV/0!,28,38,10,35.71,45,21,-24,-53.33,91,101,10,10.99,501,38,-463,-92.42,665,198,-467,-70.23
,PB,BARRA DE SAO MIGUEL,5,4,-1,-20.00,4,3,-1,-25.00,1,0,-1,-100.00,28,29,1,3.57,270,269,-1,-0.37,308,305,-3,-0.97
,PB,BAYEUX,4,3,-1,-25.00,"1,333","1,871",538,40.36,22,35,13,59.09,"2,359","2,631",272,11.53,"3,716","4,730","1,014",27.29,"7,434","9,270","1,836",24.70
,PB,BELEM,13,11,-2,-15.38,400,441,41,10.25,0,0,0,#DIV/0!,179,189,10,5.59,487,555,68,13.96,"1,079","1,196",117,10.84
,PB,BELEM DO BREJO DO CRUZ,0,0,0,#DIV/0!,73,73,0,0.00,2,0,-2,-100.00,12,14,2,16.67,419,596,177,42.24,506,683,177,34.98
,PB,BERNARDINO BATISTA,0,0,0,#DIV/0!,0,1,1,#DIV/0!,121,32,-89,-73.55,12,10,-2,-16.67,248,332,84,33.87,381,375,-6,-1.57
,PB,BOA VENTURA,6,0,-6,-100.00,0,0,0,#DIV/0!,0,0,0,#DIV/0!,10,9,-1,-10.00,169,355,186,110.06,185,364,179,96.76
,PB,BOA VISTA,69,67,-2,-2.90,368,466,98,26.63,2,5,3,150.00,65,75,10,15.38,599,591,-8,-1.34,"1,103","1,204",101,9.16
,PB,BOM JESUS,0,0,0,#DIV/0!,9,10,1,11.11,0,0,0,#DIV/0!,12,15,3,25.00,155,154,-1,-0.65,176,179,3,1.70
,PB,BOM SUCESSO,1,1,0,0.00,0,0,0,#DIV/0!,3,40,37,1233.33,9,11,2,22.22,386,383,-3,-0.78,399,435,36,9.02
,PB,BONITO DE SANTA FE,1,0,-1,-100.00,5,5,0,0.00,3,0,-3,-100.00,22,22,0,0.00,376,509,133,35.37,407,536,129,31.70
,PB,BOQUEIRAO,8,6,-2,-25.00,57,60,3,5.26,23,10,-13,-56.52,217,209,-8,-3.69,773,"1,091",318,41.14,"1,078","1,376",298,27.64
,PB,IGARACY,0,0,0,#DIV/0!,30,28,-2,-6.67,1,1,0,0.00,11,17,6,54.55,371,369,-2,-0.54,413,415,2,0.48
,PB,BORBOREMA,2,3,1,50.00,0,0,0,#DIV/0!,10,13,3,30.00,4,8,4,100.00,300,318,18,6.00,316,342,26,8.23
,PB,BREJO DO CRUZ,1,2,1,100.00,37,13,-24,-64.86,4,22,18,450.00,60,72,12,20.00,665,714,49,7.37,767,823,56,7.30
,PB,BREJO DOS SANTOS,0,0,0,#DIV/0!,2,7,5,250.00,0,0,0,#DIV/0!,17,15,-2,-11.76,355,394,39,10.99,374,416,42,11.23
,PB,CAAPORA,112,111,-1,-0.89,"2,370","2,482",112,4.73,255,1,-254,-99.61,308,330,22,7.14,"1,333","1,795",462,34.66,"4,378","4,719",341,7.79
,PB,CABACEIRAS,7,18,11,157.14,19,20,1,5.26,1,1,0,0.00,33,48,15,45.45,197,237,40,20.30,257,324,67,26.07
,PB,CABEDELO,1,1,0,0.00,"3,147","3,258",111,3.53,"1,874","1,628",-246,-13.13,"4,647","5,377",730,15.71,"8,670","8,431",-239,-2.76,"18,339","18,695",356,1.94
,PB,CACHOEIRA DOS INDIOS,4,4,0,0.00,1,13,12,1200.00,0,1,1,#DIV/0!,114,122,8,7.02,346,371,25,7.23,465,511,46,9.89
,PB,CACIMBA DE AREIA,0,7,7,#DIV/0!,0,0,0,#DIV/0!,8,7,-1,-12.50,11,14,3,27.27,207,248,41,19.81,226,276,50,22.12
,PB,CACIMBA DE DENTRO,3,3,0,0.00,13,11,-2,-15.38,2,1,-1,-50.00,75,85,10,13.33,733,793,60,8.19,826,893,67,8.11
,PB,CACIMBAS,0,0,0,#DIV/0!,0,0,0,#DIV/0!,6,1,-5,-83.33,12,16,4,33.33,385,565,180,46.75,403,582,179,44.42
,PB,CAICARA,5,1,-4,-80.00,20,20,0,0.00,2,1,-1,-50.00,29,29,0,0.00,329,385,56,17.02,385,436,51,13.25
,PB,CAJAZEIRAS,18,13,-5,-27.78,796,887,91,11.43,315,740,425,134.92,"2,759","2,791",32,1.16,"3,757","4,250",493,13.12,"7,645","8,681","1,036",13.55
,PB,CAJAZEIRINHAS,1,0,-1,-100.00,0,0,0,#DIV/0!,0,9,9,#DIV/0!,2,2,0,0.00,259,274,15,5.79,262,285,23,8.78
,PB,CALDAS BRANDAO,5,1,-4,-80.00,103,112,9,8.74,0,0,0,#DIV/0!,55,56,1,1.82,438,448,10,2.28,601,617,16,2.66
,PB,CAMALAU,2,2,0,0.00,5,8,3,60.00,0,0,0,#DIV/0!,38,59,21,55.26,373,399,26,6.97,418,468,50,11.96
,PB,CAMPINA GRANDE,204,177,-27,-13.24,"19,259","19,841",582,3.02,"4,238","4,865",627,14.79,"19,355","20,600","1,245",6.43,"63,283","66,368","3,085",4.87,"106,339","111,851","5,512",5.18
,PB,CAPIM,2,20,18,900.00,0,0,0,#DIV/0!,0,0,0,#DIV/0!,35,33,-2,-5.71,367,425,58,15.80,404,478,74,18.32
,PB,CARAUBAS,1,1,0,0.00,1,1,0,0.00,0,0,0,#DIV/0!,5,11,6,120.00,136,138,2,1.47,143,151,8,5.59
,PB,CARRAPATEIRA,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,1,1,0,0.00,238,237,-1,-0.42,239,238,-1,-0.42
,PB,CASSERENGUE,0,0,0,#DIV/0!,24,25,1,4.17,0,0,0,#DIV/0!,25,28,3,12.00,293,378,85,29.01,342,431,89,26.02
,PB,CATINGUEIRA,1,2,1,100.00,0,0,0,#DIV/0!,8,17,9,112.50,25,24,-1,-4.00,311,344,33,10.61,345,387,42,12.17
,PB,CATOLE DO ROCHA,4,6,2,50.00,868,964,96,11.06,22,23,1,4.55,593,630,37,6.24,"1,932","1,913",-19,-0.98,"3,419","3,536",117,3.42
,PB,CATURITE,9,9,0,0.00,51,69,18,35.29,10,3,-7,-70.00,18,20,2,11.11,335,340,5,1.49,423,441,18,4.26
,PB,CONCEICAO,0,0,0,#DIV/0!,15,15,0,0.00,29,8,-21,-72.41,154,185,31,20.13,789,783,-6,-0.76,987,991,4,0.41
,PB,CONDADO,7,8,1,14.29,7,7,0,0.00,0,6,6,#DIV/0!,18,17,-1,-5.56,276,383,107,38.77,308,421,113,36.69
,PB,CONDE,170,154,-16,-9.41,"1,232","1,375",143,11.61,58,113,55,94.83,"1,794","2,097",303,16.89,"1,731","2,801","1,070",61.81,"4,985","6,540","1,555",31.19
,PB,CONGO,0,10,10,#DIV/0!,45,50,5,11.11,0,0,0,#DIV/0!,32,36,4,12.50,190,196,6,3.16,267,292,25,9.36
,PB,COREMAS,0,0,0,#DIV/0!,18,15,-3,-16.67,26,363,337,1296.15,98,94,-4,-4.08,312,499,187,59.94,454,971,517,113.88
,PB,COXIXOLA,11,10,-1,-9.09,1,1,0,0.00,0,0,0,#DIV/0!,11,10,-1,-9.09,99,174,75,75.76,122,195,73,59.84
,PB,CRUZ DO ESPIRITO SANTO,266,190,-76,-28.57,175,188,13,7.43,79,59,-20,-25.32,63,60,-3,-4.76,807,"1,131",324,40.15,"1,390","1,628",238,17.12
,PB,CUBATI,0,0,0,#DIV/0!,6,7,1,16.67,0,0,0,#DIV/0!,30,29,-1,-3.33,477,563,86,18.03,513,599,86,16.76
,PB,CUITE,35,44,9,25.71,28,37,9,32.14,1,1,0,0.00,267,289,22,8.24,"1,024","1,063",39,3.81,"1,355","1,434",79,5.83
,PB,CUITEGI,27,17,-10,-37.04,50,96,46,92.00,0,0,0,#DIV/0!,42,38,-4,-9.52,269,397,128,47.58,388,548,160,41.24
,PB,CUITE DE MAMANGUAPE,117,22,-95,-81.20,0,0,0,#DIV/0!,2,2,0,0.00,18,23,5,27.78,257,562,305,118.68,394,609,215,54.57
,PB,CURRAL DE CIMA,24,18,-6,-25.00,1,1,0,0.00,0,0,0,#DIV/0!,7,6,-1,-14.29,351,380,29,8.26,383,405,22,5.74
,PB,CURRAL VELHO,1,1,0,0.00,1,1,0,0.00,0,0,0,#DIV/0!,0,1,1,#DIV/0!,148,248,100,67.57,150,251,101,67.33
,PB,DAMIAO,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,12,24,12,100.00,299,390,91,30.43,311,414,103,33.12
,PB,DESTERRO,1,2,1,100.00,1,1,0,0.00,5,6,1,20.00,33,50,17,51.52,381,406,25,6.56,421,465,44,10.45
,PB,VISTA SERRANA,0,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,16,16,0,0.00,259,290,31,11.97,275,306,31,11.27
,PB,DIAMANTE,2,2,0,0.00,4,3,-1,-25.00,0,0,0,#DIV/0!,24,38,14,58.33,350,343,-7,-2.00,380,386,6,1.58
,PB,DONA INES,1,1,0,0.00,26,26,0,0.00,0,0,0,#DIV/0!,41,45,4,9.76,318,381,63,19.81,386,453,67,17.36
,PB,DUAS ESTRADAS,7,1,-6,-85.71,5,5,0,0.00,0,0,0,#DIV/0!,17,24,7,41.18,202,299,97,48.02,231,329,98,42.42
,PB,EMAS,0,1,1,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,5,2,-3,-60.00,240,272,32,13.33,245,275,30,12.24
,PB,ESPERANCA,52,61,9,17.31,245,265,20,8.16,17,12,-5,-29.41,"1,776","1,656",-120,-6.76,"1,382","1,538",156,11.29,"3,472","3,532",60,1.73
,PB,FAGUNDES,6,6,0,0.00,8,7,-1,-12.50,8,4,-4,-50.00,86,105,19,22.09,405,505,100,24.69,513,627,114,22.22
,PB,FREI MARTINHO,0,0,0,#DIV/0!,4,5,1,25.00,2,0,-2,-100.00,19,19,0,0.00,220,241,21,9.55,245,265,20,8.16
,PB,GADO BRAVO,0,1,1,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,12,11,-1,-8.33,441,508,67,15.19,453,520,67,14.79
,PB,GUARABIRA,644,713,69,10.71,"3,017","2,942",-75,-2.49,104,209,105,100.96,"2,107","2,286",179,8.50,"3,263","3,582",319,9.78,"9,135","9,732",597,6.54
,PB,GURINHEM,70,86,16,22.86,27,13,-14,-51.85,38,0,-38,-100.00,85,86,1,1.18,115,813,698,606.96,335,998,663,197.91
,PB,GURJAO,0,0,0,#DIV/0!,26,28,2,7.69,4,4,0,0.00,12,17,5,41.67,310,339,29,9.35,352,388,36,10.23
,PB,IBIARA,0,0,0,#DIV/0!,7,7,0,0.00,0,0,0,#DIV/0!,26,34,8,30.77,197,274,77,39.09,230,315,85,36.96
,PB,IMACULADA,1,1,0,0.00,0,11,11,#DIV/0!,0,0,0,#DIV/0!,31,19,-12,-38.71,325,454,129,39.69,357,485,128,35.85
,PB,INGA,37,55,18,48.65,295,127,-168,-56.95,1,1,0,0.00,141,180,39,27.66,684,582,-102,-14.91,"1,158",945,-213,-18.39
,PB,ITABAIANA,43,79,36,83.72,77,76,-1,-1.30,2,6,4,200.00,517,572,55,10.64,"1,334","1,016",-318,-23.84,"1,973","1,749",-224,-11.35
,PB,ITAPORANGA,5,4,-1,-20.00,850,739,-111,-13.06,17,24,7,41.18,449,526,77,17.15,"1,110","1,408",298,26.85,"2,431","2,701",270,11.11
,PB,ITAPOROROCA,249,285,36,14.46,26,41,15,57.69,4,6,2,50.00,169,197,28,16.57,902,"1,027",125,13.86,"1,350","1,556",206,15.26
,PB,ITATUBA,22,20,-2,-9.09,297,292,-5,-1.68,0,0,0,#DIV/0!,80,77,-3,-3.75,224,28,-196,-87.50,623,417,-206,-33.07
,PB,JACARAU,20,26,6,30.00,46,52,6,13.04,7,4,-3,-42.86,98,122,24,24.49,953,915,-38,-3.99,"1,124","1,119",-5,-0.44
