Curso,Estado,NumIngressantes,MediaSalarial
ENGENHARIA AMBIENTAL E SANITÁRIA,Bahia,68,3151.03
SECRETARIADO EXECUTIVO,Bahia,68,3151.03
ENGENHARIA DE CONTROLE E AUTOMAÇÃO DE PROCESSOS,Bahia,68,3151.03
PRODUÇÃO AUDIOVISUAL,Bahia,67,3151.03
DESIGN GRÁFICO,Bahia,66,3151.03
ENGENHARIA DE SOFTWARE,Bahia,66,3151.03
BIBLIOTECONOMIA E DOCUMENTAÇÃO,Bahia,64,3151.03
DANÇA,Bahia,63,3151.03
COMUNICAÇÃO - PRODUÇÃO EM COMUNICAÇÃO E CULTURA,Bahia,63,3151.03
ANTROPOLOGIA,Bahia,62,3151.03
ENGENHARIA INDUSTRIAL ELÉTRICA,Bahia,60,3151.03
SAÚDE COLETIVA,Bahia,58,3151.03
PRODUÇÃO MULTIMÍDIA,Bahia,58,3151.03
AGROINDÚSTRIA,Bahia,57,3151.03
LETRAS - LíNGUA INGLESA,Bahia,57,3151.03
ESTUDO DE GÊNERO E DIVERSIDADE,Bahia,55,3151.03
ENGENHARIA DA COMPUTAÇÃO,Bahia,55,3151.03
ENGENHARIA DE ENERGIAS,Bahia,55,3151.03
ESTATÍSTICA,Bahia,54,3151.03
ENGENHARIA DE ENERGIA,Bahia,54,3151.03
"COMUNICAÇÃO SOCIAL - RÁDIO, TV E INTERNET",Bahia,53,3151.03
ENGENHARIA INDUSTRIAL MECÂNICA,Bahia,53,3151.03
LETRAS VERNÁCULAS,Bahia,50,3151.03
GESTÃO PÚBLICA,Bahia,50,3151.03
EDUCAÇÃO DO CAMPO - CIÊNCIAS AGRÁRIAS,Bahia,50,3151.03
MANUTENÇÃO INDUSTRIAL,Bahia,49,3151.03
TEATRO,Bahia,46,3151.03
DESENHO E PLÁSTICA,Bahia,46,3151.03
CIÊNCIAS NATURAIS,Bahia,46,3151.03
CIÊNCIA ECONÔMICA,Bahia,45,3151.03
"INTERDISCIPLINAR EM CULTURA, LINGUAGENS E TECNOLOGIAS APLICADAS",Bahia,43,3151.03
CIÊNCIAS AGRÁRIAS,Bahia,43,3151.03
TRANSPORTE TERRESTRE,Bahia,42,3151.03
ARQUEOLOGIA E PRESERVAÇÃO PATRIMONIAL,Bahia,40,3151.03
ECOLOGIA,Bahia,40,3151.03
ENGENHARIA DE BIOTECNOLOGIA,Bahia,40,3151.03
ARTES PLÁSTICAS,Bahia,40,3151.03
SOCIOLOGIA,Bahia,39,3151.03
ENGENHARIA DE AGRIMENSURA E CARTOGRÁFICA,Bahia,38,3151.03
ARTES CÊNICAS,Bahia,37,3151.03
LÍNGUAS ESTRANGEIRAS APLICADAS ÀS NEGOCIAÇÕES INTERNACIONAIS,Bahia,35,3151.03
LETRAS - PORTUGUÊS E ESPANHOL,Bahia,35,3151.03
LETRAS - FRANCÊS,Bahia,34,3151.03
ALIMENTOS,Bahia,33,3151.03
GESTÃO HOSPITALAR,Bahia,32,3151.03
ENGENHARIA DE MINAS,Bahia,31,3151.03
OCEANOGRAFIA,Bahia,30,3151.03
TURISMO E HOTELARIA,Bahia,30,3151.03
ENGENHARIA DE PRODUÇÃO CIVIL,Bahia,30,3151.03
LETRAS VERNÁCULAS - PORTUGUÊS E RESPECTIVAS LITERATURAS,Bahia,30,3151.03
INTERDISCIPLINAR EM CIÊNCIAS AMBIENTAIS,Bahia,30,3151.03
MÚSICA - MÚSICA POPULAR BRASILEIRA,Bahia,30,3151.03
ELETROMECÂNICA,Bahia,29,3151.03
LETRAS MODERNAS - PORTUGUÊS/INGLÊS E RESPECTIVAS LITERATURAS,Bahia,29,3151.03
INSTRUMENTO,Bahia,28,3151.03
OPTOMETRIA,Bahia,28,3151.03
ENGENHARIA AMBIENTAL E DA SUSTENTABILIDADE,Bahia,27,3151.03
SEGURANÇA NO TRABALHO,Bahia,26,3151.03
GEOFISICA,Bahia,24,3151.03
COMUNICAÇÃO SOCIAL - RÁDIO E TELEVISÃO,Bahia,24,3151.03
DECORAÇÃO,Bahia,21,3151.03
ENGENHARIA AUTOMOTIVA,Bahia,21,3151.03
JORNALISMO EM MULTIMEIOS,Bahia,20,3151.03
GESTÃO AMBIENTAL,Bahia,20,3151.03
GESTÃO DE TURISMO,Bahia,20,3151.03
ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA,Bahia,19,3151.03
ARQUEOLOGIA,Bahia,18,3151.03
COMUNICAÇÃO SOCIAL - CINEMA E VÍDEO,Bahia,16,3151.03
POLÍTICA E GESTÃO CULTURAL,Bahia,14,3151.03
PRODUÇÃO DE CACAU E CHOCOLATE,Bahia,14,3151.03
LETRAS - LÍNGUA ESTRANGEIRA,Bahia,13,3151.03
ARTES DO ESPETÁCULO,Bahia,12,3151.03
AUTOMAÇÃO INDUSTRIAL,Bahia,11,3151.03
PRODUÇÃO MUSICAL,Bahia,11,3151.03
"SOM, IMAGEM E MOVIMENTO",Bahia,10,3151.03
OCEANOLOGIA,Bahia,10,3151.03
LETRAS - ESPANHOL,Bahia,10,3151.03
TURISMO,Bahia,10,3151.03
ENGENHARIA DE PETRÓLEO E GÁS,Bahia,8,3151.03
LETRAS VERNÁCULAS -PORTUGUÊS - LÍNGUA ESTRANGEIRA,Bahia,8,3151.03
CANTO,Bahia,7,3151.03
OFTÁLMICA,Bahia,6,3151.03
SEGURANÇA DA INFORMAÇÃO,Bahia,5,3151.03
PETRÓLEO E GÁS,Bahia,4,3151.03
DESIGN DE PRODUTO,Bahia,4,3151.03
PILOTAGEM PROFISSIONAL DE AERONAVES,Bahia,4,3151.03
DIREITO,Ceará,7540,3102.26
ADMINISTRAÇÃO,Ceará,4471,3102.26
ENFERMAGEM,Ceará,3936,3102.26
PEDAGOGIA,Ceará,3808,3102.26
PSICOLOGIA,Ceará,3355,3102.26
EDUCAÇÃO FÍSICA,Ceará,2922,3102.26
CIÊNCIAS CONTÁBEIS,Ceará,2612,3102.26
FISIOTERAPIA,Ceará,1996,3102.26
ENGENHARIA CIVIL,Ceará,1858,3102.26
ODONTOLOGIA,Ceará,1591,3102.26
NUTRIÇÃO,Ceará,1493,3102.26
FARMÁCIA,Ceará,1436,3102.26
GESTÃO DE RECURSOS HUMANOS,Ceará,1381,3102.26
MEDICINA,Ceará,1253,3102.26
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Ceará,1141,3102.26
CIÊNCIA DA COMPUTAÇÃO,Ceará,1094,3102.26
MEDICINA VETERINÁRIA,Ceará,1035,3102.26
MATEMÁTICA,Ceará,984,3102.26
ARQUITETURA E URBANISMO,Ceará,983,3102.26
QUÍMICA,Ceará,983,3102.26
FÍSICA,Ceará,934,3102.26
CIÊNCIAS BIOLÓGICAS,Ceará,856,3102.26
SERVIÇO SOCIAL,Ceará,751,3102.26
ENGENHARIA DE PRODUÇÃO,Ceará,738,3102.26
PROCESSOS GERENCIAIS,Ceará,645,3102.26
GEOGRAFIA,Ceará,640,3102.26
MARKETING,Ceará,632,3102.26
BIOMEDICINA,Ceará,624,3102.26
RADIOLOGIA,Ceará,610,3102.26
ESTÉTICA E COSMÉTICA,Ceará,595,3102.26
HISTÓRIA,Ceará,593,3102.26
GASTRONOMIA,Ceará,592,3102.26
ENGENHARIA ELÉTRICA,Ceará,556,3102.26
LOGÍSTICA,Ceará,518,3102.26
FILOSOFIA,Ceará,511,3102.26
GESTÃO COMERCIAL,Ceará,508,3102.26
REDES DE COMPUTADORES,Ceará,506,3102.26
ENGENHARIA MECÂNICA,Ceará,494,3102.26
CIÊNCIAS ECONÔMICAS,Ceará,486,3102.26
SISTEMAS DE INFORMAÇÃO,Ceará,483,3102.26
LETRAS - LÍNGUA PORTUGUESA,Ceará,432,3102.26
CIÊNCIAS SOCIAIS,Ceará,412,3102.26
ENGENHARIA DE COMPUTAÇÃO,Ceará,408,3102.26
JORNALISMO,Ceará,377,3102.26
LETRAS - PORTUGUÊS E INGLÊS,Ceará,369,3102.26
TEOLOGIA,Ceará,333,3102.26
DESIGN DE MODA,Ceará,321,3102.26
HUMANIDADES - BI/LI,Ceará,315,3102.26
AGRONOMIA,Ceará,300,3102.26
ENGENHARIA AMBIENTAL E SANITÁRIA,Ceará,296,3102.26
MÚSICA,Ceará,291,3102.26
MECATRÔNICA INDUSTRIAL,Ceará,277,3102.26
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Ceará,271,3102.26
ALIMENTOS,Ceará,226,3102.26
SANEAMENTO AMBIENTAL,Ceará,223,3102.26
ZOOTECNIA,Ceará,219,3102.26
GESTÃO FINANCEIRA,Ceará,198,3102.26
PUBLICIDADE E PROPAGANDA,Ceará,193,3102.26
HOTELARIA,Ceará,189,3102.26
DESIGN DE INTERIORES,Ceará,183,3102.26
LETRAS - INGLÊS,Ceará,182,3102.26
TURISMO,Ceará,171,3102.26
GESTÃO AMBIENTAL,Ceará,168,3102.26
ENGENHARIA DE SOFTWARE,Ceará,159,3102.26
FONOAUDIOLOGIA,Ceará,158,3102.26
ENGENHARIA DE TELECOMUNICAÇÕES,Ceará,157,3102.26
DESIGN GRÁFICO,Ceará,135,3102.26
TEATRO,Ceará,130,3102.26
SISTEMAS E MÍDIAS DIGITAIS,Ceará,130,3102.26
DESIGN,Ceará,129,3102.26
CINEMA E AUDIOVISUAL,Ceará,128,3102.26
BIBLIOTECONOMIA,Ceará,127,3102.26
IRRIGAÇÃO E DRENAGEM,Ceará,115,3102.26
ARTES VISUAIS,Ceará,114,3102.26
ENGENHARIA DE ALIMENTOS,Ceará,109,3102.26
ENGENHARIA DE PESCA,Ceará,107,3102.26
TELEMÁTICA,Ceará,101,3102.26
FINANÇAS,Ceará,101,3102.26
LETRAS - PORTUGUÊS,Ceará,99,3102.26
ENGENHARIA DE MATERIAIS,Ceará,98,3102.26
ENGENHARIA QUÍMICA,Ceará,94,3102.26
OPTOMETRIA,Ceará,92,3102.26
ENGENHARIA DE MECATRÔNICA,Ceará,85,3102.26
GESTÃO DO AGRONEGÓCIO,Ceará,85,3102.26
ADMINISTRAÇÃO PÚBLICA,Ceará,84,3102.26
ESTRADAS,Ceará,84,3102.26
BIOLOGIA,Ceará,83,3102.26
LETRAS - ESPANHOL,Ceará,81,3102.26
CONSTRUÇÃO DE EDIFÍCIOS,Ceará,80,3102.26
GESTÃO HOSPITALAR,Ceará,79,3102.26
PROCESSOS QUÍMICOS,Ceará,79,3102.26
ENGENHARIA,Ceará,79,3102.26
GESTÃO DESPORTIVA E DE LAZER,Ceará,77,3102.26
LETRAS - PORTUGUÊS E FRANCÊS,Ceará,75,3102.26
GESTÃO DE TURISMO,Ceará,73,3102.26
LETRAS - LIBRAS,Ceará,72,3102.26
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Ceará,71,3102.26
COMÉRCIO EXTERIOR,Ceará,68,3102.26
DESIGN - MODA,Ceará,67,3102.26
LETRAS - PORTUGUÊS E ESPANHOL,Ceará,63,3102.26
AUTOMAÇÃO INDUSTRIAL,Ceará,62,3102.26
ESTATÍSTICA,Ceará,62,3102.26
INTERDISCIPLINAR EM CIÊNCIAS NATURAIS,Ceará,61,3102.26
JOGOS DIGITAIS,Ceará,61,3102.26
AGROINDÚSTRIA,Ceará,59,3102.26
ENGENHARIA METALÚRGICA,Ceará,59,3102.26
LETRAS - LíNGUA INGLESA,Ceará,57,3102.26
ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,Ceará,56,3102.26
GESTÃO DE POLÍTICAS PÚBLICAS,Ceará,56,3102.26
LETRAS,Ceará,55,3102.26
COMUNICAÇÃO SOCIAL - JORNALISMO,Ceará,53,3102.26
BIOTECNOLOGIA,Ceará,51,3102.26
SECRETARIADO EXECUTIVO,Ceará,51,3102.26
DESIGN DIGITAL,Ceará,50,3102.26
ECONOMIA ECOLóGICA,Ceará,50,3102.26
ENGENHARIA DE ENERGIAS,Ceará,48,3102.26
CONSTRUÇÃO CIVIL,Ceará,47,3102.26
DANÇA,Ceará,47,3102.26
ENGENHARIA DE PETRÓLEO,Ceará,45,3102.26
ENGENHARIA DE MINAS,Ceará,45,3102.26
MATEMÁTICA COMPUTACIONAL,Ceará,42,3102.26
GESTÃO DA QUALIDADE,Ceará,42,3102.26
GEOLOGIA,Ceará,42,3102.26
SISTEMA DE INFORMAÇÃO,Ceará,41,3102.26
CIÊNCIA DE DADOS,Ceará,41,3102.26
ENGENHARIA AMBIENTAL,Ceará,41,3102.26
ENGENHARIA DE PRODUÇÃO CIVIL,Ceará,40,3102.26
SOCIOLOGIA,Ceará,39,3102.26
SEGURANÇA NO TRABALHO,Ceará,39,3102.26
TERAPIA OCUPACIONAL,Ceará,39,3102.26
OCEANOGRAFIA,Ceará,39,3102.26
CIÊNCIAS AMBIENTAIS,Ceará,39,3102.26
LETRAS - PORTUGUÊS E INGLÊS E RESPECTIVAS LITERATURAS,Ceará,38,3102.26
EVENTOS,Ceará,38,3102.26
CIÊNCIAS ATUARIAIS,Ceará,37,3102.26
ENGENHARIA DE ENERGIAS RENOVÁVEIS,Ceará,36,3102.26
ENGENHARIA DE AQUICULTURA,Ceará,33,3102.26
MANUTENÇÃO INDUSTRIAL,Ceará,32,3102.26
RELAÇÕES INTERNACIONAIS,Ceará,29,3102.26
ELETROTÉCNICA INDUSTRIAL,Ceará,28,3102.26
LETRAS - PORTUGUÊS E ITALIANO,Ceará,26,3102.26
ENERGIAS RENOVÁVEIS,Ceará,25,3102.26
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Ceará,25,3102.26
LETRAS - PORTUGUÊS E ALEMÃO,Ceará,25,3102.26
CIÊNCIAS DA COMPUTAÇÃO,Ceará,20,3102.26
ENGENHARIA AGRÍCOLA E AMBIENTAL,Ceará,18,3102.26
ANTROPOLOGIA,Ceará,16,3102.26
GESTÃO DE SEGURANÇA PRIVADA,Ceará,13,3102.26
SISTEMAS PARA INTERNET,Ceará,8,3102.26
"RÁDIO, TV E INTERNET",Ceará,7,3102.26
ENGENHARIA ELETRÔNICA,Ceará,5,3102.26
MÚSICA - COMPOSIÇÃO,Ceará,5,3102.26
DIREITO,Distrito Federal,17881,7074.16
ENFERMAGEM,Distrito Federal,9943,7074.16
PSICOLOGIA,Distrito Federal,9573,7074.16
ADMINISTRAÇÃO,Distrito Federal,9424,7074.16
EDUCAÇÃO FÍSICA,Distrito Federal,6788,7074.16
PEDAGOGIA,Distrito Federal,6247,7074.16
FISIOTERAPIA,Distrito Federal,5980,7074.16
CIÊNCIAS CONTÁBEIS,Distrito Federal,5222,7074.16
FARMÁCIA,Distrito Federal,5045,7074.16
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Distrito Federal,5006,7074.16
GESTÃO DE RECURSOS HUMANOS,Distrito Federal,4997,7074.16
NUTRIÇÃO,Distrito Federal,4891,7074.16
BIOMEDICINA,Distrito Federal,4744,7074.16
ENGENHARIA CIVIL,Distrito Federal,4107,7074.16
CIÊNCIA DA COMPUTAÇÃO,Distrito Federal,3838,7074.16
ARQUITETURA E URBANISMO,Distrito Federal,3680,7074.16
ENGENHARIA MECÂNICA,Distrito Federal,2988,7074.16
ESTÉTICA E COSMÉTICA,Distrito Federal,2709,7074.16
DESIGN GRÁFICO,Distrito Federal,2355,7074.16
CIÊNCIAS BIOLÓGICAS,Distrito Federal,2350,7074.16
LOGÍSTICA,Distrito Federal,2273,7074.16
ODONTOLOGIA,Distrito Federal,1865,7074.16
RADIOLOGIA,Distrito Federal,1861,7074.16
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Distrito Federal,1579,7074.16
MARKETING,Distrito Federal,1515,7074.16
GESTÃO PÚBLICA,Distrito Federal,1481,7074.16
CIÊNCIAS ECONÔMICAS,Distrito Federal,1415,7074.16
MEDICINA VETERINÁRIA,Distrito Federal,1278,7074.16
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Distrito Federal,1262,7074.16
GESTÃO FINANCEIRA,Distrito Federal,1250,7074.16
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Distrito Federal,1226,7074.16
ENGENHARIA ELÉTRICA,Distrito Federal,1161,7074.16
PROPAGANDA E MARKETING,Distrito Federal,1124,7074.16
RELAÇÕES INTERNACIONAIS,Distrito Federal,1100,7074.16
SISTEMAS DE INFORMAÇÃO,Distrito Federal,1068,7074.16
COMÉRCIO EXTERIOR,Distrito Federal,922,7074.16
JORNALISMO,Distrito Federal,883,7074.16
DESIGN DE INTERIORES,Distrito Federal,879,7074.16
ENGENHARIA DE PRODUÇÃO MECÂNICA,Distrito Federal,823,7074.16
MEDICINA,Distrito Federal,799,7074.16
SERVIÇO SOCIAL,Distrito Federal,740,7074.16
PROCESSOS GERENCIAIS,Distrito Federal,713,7074.16
MATEMÁTICA,Distrito Federal,653,7074.16
LETRAS - INGLÊS,Distrito Federal,640,7074.16
AUTOMAÇÃO INDUSTRIAL,Distrito Federal,624,7074.16
PUBLICIDADE E PROPAGANDA,Distrito Federal,609,7074.16
DESIGN DE MODA,Distrito Federal,521,7074.16
FOTOGRAFIA,Distrito Federal,487,7074.16
ENGENHARIA DE COMPUTAÇÃO,Distrito Federal,469,7074.16
GASTRONOMIA,Distrito Federal,444,7074.16
TURISMO,Distrito Federal,442,7074.16
ENGENHARIA DE SOFTWARE,Distrito Federal,422,7074.16
PRODUÇÃO AUDIOVISUAL,Distrito Federal,421,7074.16
HISTÓRIA,Distrito Federal,419,7074.16
GESTÃO DA QUALIDADE,Distrito Federal,403,7074.16
ENGENHARIA DE PRODUÇÃO,Distrito Federal,399,7074.16
GESTÃO COMERCIAL,Distrito Federal,388,7074.16
AGRONOMIA,Distrito Federal,376,7074.16
REDES DE COMPUTADORES,Distrito Federal,366,7074.16
LETRAS - PORTUGUÊS E INGLÊS,Distrito Federal,339,7074.16
FONOAUDIOLOGIA,Distrito Federal,288,7074.16
LETRAS - LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA,Distrito Federal,262,7074.16
COMUNICAÇÃO SOCIAL - JORNALISMO,Distrito Federal,243,7074.16
LETRAS,Distrito Federal,237,7074.16
CIÊNCIAS SOCIAIS,Distrito Federal,210,7074.16
FILOSOFIA,Distrito Federal,208,7074.16
SAÚDE COLETIVA,Distrito Federal,206,7074.16
CIÊNCIA POLÍTICA,Distrito Federal,196,7074.16
FÍSICA,Distrito Federal,191,7074.16
JOGOS DIGITAIS,Distrito Federal,187,7074.16
QUÍMICA,Distrito Federal,186,7074.16
GEOGRAFIA,Distrito Federal,181,7074.16
ENGENHARIA ELETRÔNICA,Distrito Federal,168,7074.16
COMUNICAÇÃO SOCIAL - CINEMA E MÍDIAS DIGITAIS,Distrito Federal,150,7074.16
SEGURANÇA PRIVADA,Distrito Federal,146,7074.16
SECRETARIADO,Distrito Federal,145,7074.16
SISTEMAS PARA INTERNET,Distrito Federal,139,7074.16
CIÊNCIAS POLICIAIS,Distrito Federal,132,7074.16
TEOLOGIA,Distrito Federal,131,7074.16
PSICOLOGIA - PSICÓLOGO,Distrito Federal,112,7074.16
CIÊNCIAS NATURAIS,Distrito Federal,112,7074.16
GESTÃO DE POLÍTICAS PÚBLICAS,Distrito Federal,110,7074.16
ENGENHARIA FLORESTAL,Distrito Federal,110,7074.16
DANÇA,Distrito Federal,108,7074.16
LETRAS - LÍNGUA PORTUGUESA,Distrito Federal,107,7074.16
SISTEMA DE INFORMAÇÃO,Distrito Federal,104,7074.16
SECRETARIADO EXECUTIVO - BILÍNGUE,Distrito Federal,104,7074.16
ARTES VISUAIS,Distrito Federal,102,7074.16
COMPUTAÇÃO,Distrito Federal,101,7074.16
TERAPIA OCUPACIONAL,Distrito Federal,100,7074.16
ARTES CÊNICAS,Distrito Federal,98,7074.16
EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,Distrito Federal,97,7074.16
COMUNICAÇÃO SOCIAL - COMUNICAÇÃO ORGANIZACIONAL,Distrito Federal,96,7074.16
ENGENHARIA AEROESPACIAL,Distrito Federal,95,7074.16
ESTATÍSTICA,Distrito Federal,90,7074.16
LETRAS - LÍNGUA INGLESA E RESPECTIVA LITERATURA,Distrito Federal,90,7074.16
GESTÃO DE AGRONEGÓCIOS,Distrito Federal,90,7074.16
BIOTECNOLOGIA,Distrito Federal,90,7074.16
"TEORIA, CRÍTICA E HISTÓRIA DA ARTE",Distrito Federal,89,7074.16
ARQUIVOLOGIA,Distrito Federal,88,7074.16
AGROECOLOGIA,Distrito Federal,87,7074.16
ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO,Distrito Federal,87,7074.16
BIOLOGIA,Distrito Federal,85,7074.16
ENGENHARIA QUÍMICA,Distrito Federal,85,7074.16
ENGENHARIA DE REDES DE COMUNICAÇÃO,Distrito Federal,84,7074.16
LETRAS - LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA,Distrito Federal,84,7074.16
ENGENHARIA AMBIENTAL,Distrito Federal,83,7074.16
LETRAS - TRADUTOR E INTÉRPRETE,Distrito Federal,82,7074.16
CIÊNCIAS AMBIENTAIS,Distrito Federal,82,7074.16
LÍNGUAS ESTRANGEIRAS APLICADAS AO MULTILINGUISMO E À SOCIEDADE DA INFORMAÇÃO,Distrito Federal,82,7074.16
EVENTOS,Distrito Federal,79,7074.16
BIBLIOTECONOMIA,Distrito Federal,78,7074.16
LETRAS - TRADUÇÃO INGLÊS,Distrito Federal,73,7074.16
SECRETARIADO EXECUTIVO,Distrito Federal,72,7074.16
GESTÃO HOSPITALAR,Distrito Federal,71,7074.16
LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA,Distrito Federal,70,7074.16
GESTÃO PORTUÁRIA,Distrito Federal,67,7074.16
MUSEOLOGIA,Distrito Federal,67,7074.16
LETRAS - TRADUÇÃO ESPANHOL,Distrito Federal,66,7074.16
LETRAS - LÍNGUA E LITERATURA JAPONESA,Distrito Federal,63,7074.16
QUÍMICA TECNOLÓGICA,Distrito Federal,63,7074.16
GEOLOGIA,Distrito Federal,63,7074.16
PILOTAGEM PROFISSIONAL DE AERONAVES,Distrito Federal,63,7074.16
ENGENHARIA DE ENERGIA,Distrito Federal,60,7074.16
SEGURANÇA PÚBLICA,Distrito Federal,56,7074.16
GESTÃO AMBIENTAL,Distrito Federal,56,7074.16
GEOFISICA,Distrito Federal,56,7074.16
ENGENHARIA MECATRÔNICA,Distrito Federal,55,7074.16
LETRAS - LÍNGUA FRANCESA E RESPECTIVA LITERATURA,Distrito Federal,55,7074.16
CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL,Distrito Federal,52,7074.16
ADMINISTRAÇÃO PÚBLICA,Distrito Federal,48,7074.16
MÚSICA,Distrito Federal,48,7074.16
GESTÃO DO AGRONEGÓCIO,Distrito Federal,46,7074.16
LETRAS - ESPANHOL,Distrito Federal,45,7074.16
DESIGN - PROGRAMAÇÃO VISUAL,Distrito Federal,45,7074.16
GESTÃO DE SEGURANÇA PRIVADA,Distrito Federal,44,7074.16
ALIMENTOS,Distrito Federal,44,7074.16
TEATRO,Distrito Federal,43,7074.16
ENGENHARIA AUTOMOTIVA,Distrito Federal,41,7074.16
ZOOTECNIA,Distrito Federal,40,7074.16
LETRAS - LÍNGUA DE SINAIS BRASILEIRA/PORTUGUÊS COMO SEGUNDA LÍNGUA,Distrito Federal,39,7074.16
LETRAS - TRADUÇÃO FRANCÊS,Distrito Federal,38,7074.16
CIÊNCIAS SOCIAIS - ANTROPOLOGIA,Distrito Federal,34,7074.16
ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL,Distrito Federal,34,7074.16
CIÊNCIAS SOCIAIS - SOCIOLOGIA,Distrito Federal,33,7074.16
DESIGN VISUAL,Distrito Federal,31,7074.16
ENGENHARIA AERONÁUTICA,Distrito Federal,29,7074.16
COMUNICAÇÃO SOCIAL - AUDIOVISUAL,Distrito Federal,20,7074.16
ENGENHARIA DE PETRÓLEO,Distrito Federal,18,7074.16
EDUCAÇÃO ARTÍSTICA,Distrito Federal,7,7074.16
DESIGN - PROJETO DO PRODUTO,Distrito Federal,6,7074.16
SEGURANÇA DA INFORMAÇÃO,Distrito Federal,6,7074.16
DESENHO INDUSTRIAL,Distrito Federal,5,7074.16
MÚSICA - COMPOSIÇÃO,Distrito Federal,5,7074.16
NEGÓCIOS IMOBILIÁRIOS,Distrito Federal,4,7074.16
LETRAS COM PORTUGUÊS E ESPANHOL,Distrito Federal,4,7074.16
DIREITO,Espírito Santo,4722,3296.52
ADMINISTRAÇÃO,Espírito Santo,2734,3296.52
PSICOLOGIA,Espírito Santo,1713,3296.52
ENFERMAGEM,Espírito Santo,1585,3296.52
PEDAGOGIA,Espírito Santo,1476,3296.52
EDUCAÇÃO FÍSICA,Espírito Santo,1427,3296.52
CIÊNCIAS CONTÁBEIS,Espírito Santo,1295,3296.52
ENGENHARIA CIVIL,Espírito Santo,1154,3296.52
ENGENHARIA MECÂNICA,Espírito Santo,1109,3296.52
FISIOTERAPIA,Espírito Santo,1071,3296.52
ARQUITETURA E URBANISMO,Espírito Santo,1001,3296.52
FARMÁCIA,Espírito Santo,956,3296.52
MEDICINA,Espírito Santo,930,3296.52
ODONTOLOGIA,Espírito Santo,926,3296.52
NUTRIÇÃO,Espírito Santo,788,3296.52
ENGENHARIA DE PRODUÇÃO,Espírito Santo,728,3296.52
MEDICINA VETERINÁRIA,Espírito Santo,683,3296.52
BIOMEDICINA,Espírito Santo,584,3296.52
ENGENHARIA ELÉTRICA,Espírito Santo,544,3296.52
CIÊNCIAS BIOLÓGICAS,Espírito Santo,520,3296.52
SISTEMAS DE INFORMAÇÃO,Espírito Santo,411,3296.52
CIÊNCIA DA COMPUTAÇÃO,Espírito Santo,371,3296.52
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Espírito Santo,287,3296.52
ENGENHARIA DE COMPUTAÇÃO,Espírito Santo,261,3296.52
ESTÉTICA E COSMÉTICA,Espírito Santo,243,3296.52
MATEMÁTICA,Espírito Santo,243,3296.52
FÍSICA,Espírito Santo,227,3296.52
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Espírito Santo,223,3296.52
QUÍMICA,Espírito Santo,220,3296.52
AGRONOMIA,Espírito Santo,217,3296.52
LOGÍSTICA,Espírito Santo,212,3296.52
SERVIÇO SOCIAL,Espírito Santo,197,3296.52
ENGENHARIA QUÍMICA,Espírito Santo,195,3296.52
GASTRONOMIA,Espírito Santo,187,3296.52
ENGENHARIA AMBIENTAL,Espírito Santo,181,3296.52
HISTÓRIA,Espírito Santo,171,3296.52
GESTÃO DE RECURSOS HUMANOS,Espírito Santo,164,3296.52
CIÊNCIAS ECONÔMICAS,Espírito Santo,162,3296.52
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Espírito Santo,125,3296.52
MÚSICA,Espírito Santo,122,3296.52
JORNALISMO,Espírito Santo,116,3296.52
SISTEMA DE INFORMAÇÃO,Espírito Santo,114,3296.52
LETRAS - INGLÊS,Espírito Santo,112,3296.52
LETRAS - LÍNGUA PORTUGUESA,Espírito Santo,110,3296.52
GEOGRAFIA,Espírito Santo,103,3296.52
RELAÇÕES INTERNACIONAIS,Espírito Santo,103,3296.52
ARTES VISUAIS,Espírito Santo,101,3296.52
FONOAUDIOLOGIA,Espírito Santo,101,3296.52
ARQUIVOLOGIA,Espírito Santo,100,3296.52
PUBLICIDADE E PROPAGANDA,Espírito Santo,98,3296.52
FILOSOFIA,Espírito Santo,98,3296.52
BIBLIOTECONOMIA,Espírito Santo,98,3296.52
QUÍMICA INDUSTRIAL,Espírito Santo,94,3296.52
ENGENHARIA DA COMPUTAÇÃO,Espírito Santo,93,3296.52
GEMOLOGIA,Espírito Santo,89,3296.52
