Area,Setor,Municipio,Empregados
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Franca,27315
"Ciências naturais, matemática e estatística",Comércio,Franca,27315
"Ciências naturais, matemática e estatística",Indústria,Rio Claro,25177
"Agricultura, silvicultura, pesca e veterinária",Indústria,Rio Claro,25177
"Engenharia, produção e construção",Indústria,Rio Claro,25177
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Rio Claro,25177
Educação,Serviços,Itaquaquecetuba,24854
Serviços,Serviços,Itaquaquecetuba,24854
Saúde e bem-estar,Serviços,Itaquaquecetuba,24854
"Agricultura, silvicultura, pesca e veterinária",Serviços,Itaquaquecetuba,24854
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Itaquaquecetuba,24854
"Ciências naturais, matemática e estatística",Serviços,Itaquaquecetuba,24854
"Negócios, administração e direito",Serviços,Itaquaquecetuba,24854
"Ciências sociais, comunicação e informação",Serviços,Itaquaquecetuba,24854
Artes e humanidades,Serviços,Itaquaquecetuba,24854
Educação,Serviços,Botucatu,24808
Serviços,Serviços,Botucatu,24808
Saúde e bem-estar,Serviços,Botucatu,24808
"Agricultura, silvicultura, pesca e veterinária",Serviços,Botucatu,24808
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Botucatu,24808
"Ciências naturais, matemática e estatística",Serviços,Botucatu,24808
"Negócios, administração e direito",Serviços,Botucatu,24808
"Ciências sociais, comunicação e informação",Serviços,Botucatu,24808
Artes e humanidades,Serviços,Botucatu,24808
Educação,Serviços,Paulínia,24646
Serviços,Serviços,Paulínia,24646
Saúde e bem-estar,Serviços,Paulínia,24646
"Agricultura, silvicultura, pesca e veterinária",Serviços,Paulínia,24646
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Paulínia,24646
"Ciências naturais, matemática e estatística",Serviços,Paulínia,24646
"Negócios, administração e direito",Serviços,Paulínia,24646
"Ciências sociais, comunicação e informação",Serviços,Paulínia,24646
Artes e humanidades,Serviços,Paulínia,24646
"Ciências naturais, matemática e estatística",Indústria,Franca,24534
"Agricultura, silvicultura, pesca e veterinária",Indústria,Franca,24534
"Engenharia, produção e construção",Indústria,Franca,24534
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Franca,24534
"Negócios, administração e direito",Comércio,Mogi das Cruzes,24463
Serviços,Comércio,Mogi das Cruzes,24463
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Mogi das Cruzes,24463
"Ciências naturais, matemática e estatística",Comércio,Mogi das Cruzes,24463
"Ciências naturais, matemática e estatística",Indústria,Americana,24029
"Agricultura, silvicultura, pesca e veterinária",Indústria,Americana,24029
"Engenharia, produção e construção",Indústria,Americana,24029
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Americana,24029
"Engenharia, produção e construção",Construção,Campinas,23582
Educação,Serviços,Catanduva,23505
Serviços,Serviços,Catanduva,23505
Saúde e bem-estar,Serviços,Catanduva,23505
"Agricultura, silvicultura, pesca e veterinária",Serviços,Catanduva,23505
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Catanduva,23505
"Ciências naturais, matemática e estatística",Serviços,Catanduva,23505
"Negócios, administração e direito",Serviços,Catanduva,23505
"Ciências sociais, comunicação e informação",Serviços,Catanduva,23505
Artes e humanidades,Serviços,Catanduva,23505
"Ciências naturais, matemática e estatística",Indústria,Santo André,23491
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santo André,23491
"Engenharia, produção e construção",Indústria,Santo André,23491
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santo André,23491
"Ciências naturais, matemática e estatística",Indústria,São José do Rio Preto,23468
"Agricultura, silvicultura, pesca e veterinária",Indústria,São José do Rio Preto,23468
"Engenharia, produção e construção",Indústria,São José do Rio Preto,23468
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,São José do Rio Preto,23468
"Ciências naturais, matemática e estatística",Indústria,Cotia,23335
"Agricultura, silvicultura, pesca e veterinária",Indústria,Cotia,23335
"Engenharia, produção e construção",Indústria,Cotia,23335
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Cotia,23335
Educação,Serviços,Valinhos,22705
Serviços,Serviços,Valinhos,22705
Saúde e bem-estar,Serviços,Valinhos,22705
"Agricultura, silvicultura, pesca e veterinária",Serviços,Valinhos,22705
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Valinhos,22705
"Ciências naturais, matemática e estatística",Serviços,Valinhos,22705
"Negócios, administração e direito",Serviços,Valinhos,22705
"Ciências sociais, comunicação e informação",Serviços,Valinhos,22705
Artes e humanidades,Serviços,Valinhos,22705
Educação,Serviços,Hortolândia,22695
Serviços,Serviços,Hortolândia,22695
Saúde e bem-estar,Serviços,Hortolândia,22695
"Agricultura, silvicultura, pesca e veterinária",Serviços,Hortolândia,22695
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Hortolândia,22695
"Ciências naturais, matemática e estatística",Serviços,Hortolândia,22695
"Negócios, administração e direito",Serviços,Hortolândia,22695
"Ciências sociais, comunicação e informação",Serviços,Hortolândia,22695
Artes e humanidades,Serviços,Hortolândia,22695
Educação,Serviços,Atibaia,22314
Serviços,Serviços,Atibaia,22314
Saúde e bem-estar,Serviços,Atibaia,22314
"Agricultura, silvicultura, pesca e veterinária",Serviços,Atibaia,22314
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Atibaia,22314
"Ciências naturais, matemática e estatística",Serviços,Atibaia,22314
"Negócios, administração e direito",Serviços,Atibaia,22314
"Ciências sociais, comunicação e informação",Serviços,Atibaia,22314
Artes e humanidades,Serviços,Atibaia,22314
Educação,Serviços,Santa Bárbara d'Oeste,22025
Serviços,Serviços,Santa Bárbara d'Oeste,22025
Saúde e bem-estar,Serviços,Santa Bárbara d'Oeste,22025
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santa Bárbara d'Oeste,22025
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santa Bárbara d'Oeste,22025
"Ciências naturais, matemática e estatística",Serviços,Santa Bárbara d'Oeste,22025
"Negócios, administração e direito",Serviços,Santa Bárbara d'Oeste,22025
"Ciências sociais, comunicação e informação",Serviços,Santa Bárbara d'Oeste,22025
Artes e humanidades,Serviços,Santa Bárbara d'Oeste,22025
"Ciências naturais, matemática e estatística",Indústria,Sertãozinho,21965
"Agricultura, silvicultura, pesca e veterinária",Indústria,Sertãozinho,21965
"Engenharia, produção e construção",Indústria,Sertãozinho,21965
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Sertãozinho,21965
Educação,Serviços,Barretos,21962
Serviços,Serviços,Barretos,21962
Saúde e bem-estar,Serviços,Barretos,21962
"Agricultura, silvicultura, pesca e veterinária",Serviços,Barretos,21962
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Barretos,21962
"Ciências naturais, matemática e estatística",Serviços,Barretos,21962
"Negócios, administração e direito",Serviços,Barretos,21962
"Ciências sociais, comunicação e informação",Serviços,Barretos,21962
Artes e humanidades,Serviços,Barretos,21962
"Ciências naturais, matemática e estatística",Indústria,Mauá,21889
"Agricultura, silvicultura, pesca e veterinária",Indústria,Mauá,21889
"Engenharia, produção e construção",Indústria,Mauá,21889
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Mauá,21889
"Ciências naturais, matemática e estatística",Indústria,São Carlos,21608
"Agricultura, silvicultura, pesca e veterinária",Indústria,São Carlos,21608
"Engenharia, produção e construção",Indústria,São Carlos,21608
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,São Carlos,21608
"Ciências naturais, matemática e estatística",Indústria,Itaquaquecetuba,21554
"Agricultura, silvicultura, pesca e veterinária",Indústria,Itaquaquecetuba,21554
"Engenharia, produção e construção",Indústria,Itaquaquecetuba,21554
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Itaquaquecetuba,21554
"Ciências naturais, matemática e estatística",Indústria,Mogi das Cruzes,21494
"Agricultura, silvicultura, pesca e veterinária",Indústria,Mogi das Cruzes,21494
"Engenharia, produção e construção",Indústria,Mogi das Cruzes,21494
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Mogi das Cruzes,21494
Educação,Serviços,Caraguatatuba,21195
Serviços,Serviços,Caraguatatuba,21195
Saúde e bem-estar,Serviços,Caraguatatuba,21195
"Agricultura, silvicultura, pesca e veterinária",Serviços,Caraguatatuba,21195
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Caraguatatuba,21195
"Ciências naturais, matemática e estatística",Serviços,Caraguatatuba,21195
"Negócios, administração e direito",Serviços,Caraguatatuba,21195
"Ciências sociais, comunicação e informação",Serviços,Caraguatatuba,21195
Artes e humanidades,Serviços,Caraguatatuba,21195
Educação,Serviços,Jaú,20791
Serviços,Serviços,Jaú,20791
Saúde e bem-estar,Serviços,Jaú,20791
"Agricultura, silvicultura, pesca e veterinária",Serviços,Jaú,20791
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Jaú,20791
"Ciências naturais, matemática e estatística",Serviços,Jaú,20791
"Negócios, administração e direito",Serviços,Jaú,20791
"Ciências sociais, comunicação e informação",Serviços,Jaú,20791
Artes e humanidades,Serviços,Jaú,20791
"Engenharia, produção e construção",Construção,Bauru,20483
"Negócios, administração e direito",Comércio,Cotia,20431
Serviços,Comércio,Cotia,20431
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Cotia,20431
"Ciências naturais, matemática e estatística",Comércio,Cotia,20431
"Negócios, administração e direito",Comércio,Diadema,20355
Serviços,Comércio,Diadema,20355
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Diadema,20355
"Ciências naturais, matemática e estatística",Comércio,Diadema,20355
"Engenharia, produção e construção",Construção,Barueri,20197
"Ciências naturais, matemática e estatística",Indústria,Vinhedo,19958
"Agricultura, silvicultura, pesca e veterinária",Indústria,Vinhedo,19958
"Engenharia, produção e construção",Indústria,Vinhedo,19958
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Vinhedo,19958
"Negócios, administração e direito",Comércio,Limeira,19911
Serviços,Comércio,Limeira,19911
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Limeira,19911
"Ciências naturais, matemática e estatística",Comércio,Limeira,19911
Educação,Serviços,Jaguariúna,19882
Serviços,Serviços,Jaguariúna,19882
Saúde e bem-estar,Serviços,Jaguariúna,19882
"Agricultura, silvicultura, pesca e veterinária",Serviços,Jaguariúna,19882
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Jaguariúna,19882
"Ciências naturais, matemática e estatística",Serviços,Jaguariúna,19882
"Negócios, administração e direito",Serviços,Jaguariúna,19882
"Ciências sociais, comunicação e informação",Serviços,Jaguariúna,19882
Artes e humanidades,Serviços,Jaguariúna,19882
Educação,Serviços,Itapevi,19708
Serviços,Serviços,Itapevi,19708
Saúde e bem-estar,Serviços,Itapevi,19708
"Agricultura, silvicultura, pesca e veterinária",Serviços,Itapevi,19708
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Itapevi,19708
"Ciências naturais, matemática e estatística",Serviços,Itapevi,19708
"Negócios, administração e direito",Serviços,Itapevi,19708
"Ciências sociais, comunicação e informação",Serviços,Itapevi,19708
Artes e humanidades,Serviços,Itapevi,19708
"Ciências naturais, matemática e estatística",Indústria,Santa Bárbara d'Oeste,19663
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santa Bárbara d'Oeste,19663
"Engenharia, produção e construção",Indústria,Santa Bárbara d'Oeste,19663
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santa Bárbara d'Oeste,19663
Educação,Serviços,Itapetininga,19656
Serviços,Serviços,Itapetininga,19656
Saúde e bem-estar,Serviços,Itapetininga,19656
"Agricultura, silvicultura, pesca e veterinária",Serviços,Itapetininga,19656
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Itapetininga,19656
